Dates,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
1/21/2018,14,78,7,0,6,9,15,51,40,15,7,33,0,14,8,32,0,32,12,35,22,14,8,17,22,12,0,21,15,43,13,25,14,21,0,15,14,14,12,0,17,0,21,8,30,70,10,5,0,12,100
1/22/2018,13,0,13,0,10,17,21,0,33,10,9,31,0,10,21,19,32,23,22,33,14,15,13,14,27,21,100,21,14,31,14,37,11,23,60,15,13,0,11,0,9,0,11,14,41,0,10,10,0,22,0
1/23/2018,20,0,38,0,16,32,14,0,0,9,32,41,0,9,19,60,21,45,22,45,16,16,23,10,27,19,100,28,0,0,16,32,8,31,0,17,18,17,13,0,25,81,35,12,37,0,22,27,43,25,0
1/24/2018,16,0,18,29,12,10,19,0,100,11,24,0,46,24,15,56,17,31,12,0,17,18,17,13,22,15,81,0,22,34,11,0,11,18,0,10,14,18,14,38,30,0,21,13,34,0,22,14,0,32,0
1/25/2018,15,0,13,26,10,19,23,0,0,15,28,45,42,14,20,22,23,100,33,0,26,29,16,21,29,21,73,0,0,47,17,0,24,17,90,13,19,19,5,53,61,0,29,13,88,0,27,15,0,22,0
1/26/2018,0,0,24,0,17,33,42,96,0,21,27,61,0,24,28,46,65,44,43,0,49,45,13,14,40,14,100,61,80,0,16,70,23,35,0,16,0,17,13,0,28,0,38,16,40,0,33,30,0,39,0
1/27/2018,15,0,25,29,14,16,33,0,0,15,14,48,44,13,22,24,26,26,17,51,33,21,10,11,62,23,0,32,42,0,24,72,4,16,97,8,21,0,19,0,24,100,25,8,35,0,11,8,48,29,0
1/28/2018,0,0,30,0,14,16,58,75,57,12,38,0,0,11,0,49,26,45,0,0,19,27,20,12,49,46,0,0,67,49,13,38,7,15,100,23,43,14,15,0,37,97,26,14,34,0,13,16,0,18,0
1/29/2018,15,0,22,27,15,17,32,72,49,23,40,49,44,16,11,46,36,34,17,0,25,30,27,32,62,36,76,32,29,47,24,37,27,32,95,23,60,44,18,53,38,0,27,16,83,100,17,13,96,15,0
1/30/2018,14,99,22,25,17,9,15,0,88,23,30,0,0,14,10,43,45,47,32,0,17,17,18,25,29,25,69,87,0,45,20,34,23,32,0,15,0,24,27,100,13,0,42,18,86,95,35,11,0,26,0
1/31/2018,18,77,13,19,13,14,19,51,34,15,24,0,0,15,17,16,29,42,12,36,17,11,14,18,36,23,71,22,22,68,6,26,11,19,0,16,14,19,10,65,27,0,35,14,39,0,21,11,0,11,100
2/1/2018,15,0,34,0,18,20,24,0,0,16,28,0,43,21,26,22,24,39,25,0,18,25,15,21,59,24,99,0,0,0,14,36,23,36,0,19,20,26,16,53,28,0,29,15,20,100,25,23,0,22,0
2/2/2018,0,0,33,0,17,17,16,0,56,16,19,0,0,7,14,35,0,17,17,0,23,30,7,11,41,16,0,31,41,0,6,36,17,27,0,11,20,35,14,0,34,93,10,10,62,100,32,15,48,19,0
2/3/2018,31,0,19,0,9,0,27,74,63,11,19,0,0,9,27,24,0,34,17,100,32,18,11,11,31,28,0,32,41,46,9,36,22,17,0,7,0,35,12,57,34,0,10,11,28,0,13,15,0,19,0
2/4/2018,15,0,9,28,11,10,0,72,56,13,26,0,44,9,0,23,0,51,26,50,28,8,16,22,31,22,0,0,21,0,9,37,30,20,0,8,20,27,7,0,43,92,20,7,43,100,9,8,0,34,0
2/5/2018,13,0,16,23,14,9,20,90,84,15,26,82,37,13,12,19,0,39,14,86,12,23,8,18,26,9,63,36,36,41,17,31,32,20,78,17,17,23,7,0,37,0,11,13,44,87,13,11,100,19,0
2/6/2018,24,0,10,0,16,22,28,75,52,21,34,51,0,17,23,24,52,60,36,53,29,23,17,29,32,34,81,33,38,0,13,79,37,35,100,23,28,21,12,57,41,0,18,19,22,0,15,17,50,55,0
2/7/2018,16,0,9,0,9,7,11,100,51,9,25,0,31,15,18,32,23,28,12,0,23,10,16,23,21,12,52,33,15,34,10,26,28,20,0,8,14,9,8,38,29,64,17,13,29,0,17,17,66,12,0
2/8/2018,21,99,8,0,14,19,22,100,44,12,19,0,0,17,57,0,0,32,16,0,19,27,18,20,28,29,0,56,19,44,17,33,28,35,0,13,37,24,11,51,39,0,9,16,37,0,25,7,0,30,0
2/9/2018,0,100,9,0,12,9,30,67,49,12,14,44,0,12,10,21,23,24,16,96,14,19,12,15,28,20,0,0,19,0,17,34,18,25,0,15,18,18,26,52,26,0,9,13,25,0,21,7,45,21,0
2/10/2018,0,0,31,36,16,27,42,0,81,11,30,0,0,17,21,0,33,22,68,67,25,20,26,15,41,29,100,0,27,0,16,47,25,19,0,7,0,26,13,0,19,0,26,7,55,0,17,21,0,45,0
2/11/2018,0,0,34,0,18,15,34,100,77,27,33,73,0,25,46,34,36,49,26,71,20,32,24,16,44,47,0,46,30,0,13,51,21,66,0,23,29,19,27,0,20,0,56,18,60,0,41,0,69,33,0
2/12/2018,30,0,37,53,11,20,31,71,47,21,36,49,0,14,11,22,24,52,19,100,27,22,23,26,0,32,74,63,42,0,15,36,18,30,0,27,20,22,30,0,14,89,49,15,50,0,19,13,0,26,0
2/13/2018,18,0,19,19,9,7,26,100,33,17,16,0,0,12,15,16,17,24,19,0,13,10,6,15,32,15,52,22,19,34,7,50,17,21,0,10,14,19,9,38,39,63,28,10,33,0,10,11,0,31,0
2/14/2018,10,0,15,18,8,10,21,97,0,8,21,31,0,16,11,23,0,11,23,0,19,8,7,15,0,15,100,32,22,0,17,36,16,23,62,7,0,0,7,37,29,0,30,13,27,0,15,13,0,19,0
2/15/2018,20,100,13,0,11,23,0,65,41,11,21,0,39,23,24,32,45,15,30,0,25,10,6,10,55,15,0,29,20,0,17,32,27,36,86,7,37,12,11,0,13,0,36,11,37,0,17,11,0,31,0
2/16/2018,14,0,26,26,9,10,31,100,49,12,10,43,0,14,15,22,0,0,0,0,9,7,16,10,0,15,70,0,0,0,12,34,14,13,0,13,0,12,13,0,14,0,27,16,0,93,24,29,0,11,0
2/17/2018,23,0,34,41,12,15,0,100,90,13,31,0,0,32,16,35,0,37,26,77,14,11,20,25,45,33,0,47,30,66,0,0,10,42,0,20,0,18,17,0,22,0,50,15,31,0,9,0,69,16,0
2/18/2018,22,0,24,61,12,19,24,0,0,16,19,52,49,19,15,0,27,19,18,59,24,12,15,18,67,20,0,34,23,0,13,39,20,35,0,16,22,14,10,64,55,0,11,12,48,100,14,9,51,24,0
2/19/2018,21,0,30,0,12,24,47,0,47,12,20,45,83,18,10,0,0,32,15,51,41,23,15,25,28,10,68,29,20,0,9,33,19,45,0,13,18,12,18,56,13,0,19,15,100,0,18,15,46,10,0
2/20/2018,28,0,48,29,21,15,36,0,47,12,25,0,0,12,27,25,26,38,0,61,35,36,17,28,65,17,81,51,31,0,14,0,18,34,0,39,42,20,25,63,23,100,26,16,54,0,21,21,55,24,0
2/21/2018,16,0,36,27,21,16,40,0,45,16,26,0,46,9,22,0,38,27,17,0,27,31,23,34,62,22,0,49,22,99,20,0,21,28,100,21,27,22,29,60,20,93,42,16,73,0,27,14,53,16,0
2/22/2018,17,0,37,0,17,23,44,78,0,23,24,0,49,7,18,76,0,48,18,0,26,9,7,36,99,12,0,68,0,0,20,99,18,29,0,33,21,14,18,0,31,100,27,17,58,0,17,13,0,44,0
2/23/2018,20,0,18,0,10,13,21,0,0,11,21,59,0,11,14,60,32,37,22,0,33,21,18,22,40,14,100,67,0,62,16,93,11,28,0,14,25,17,22,0,39,0,26,11,67,0,11,20,0,44,0
2/24/2018,10,0,9,18,6,14,11,0,38,4,14,0,0,7,7,16,17,17,11,34,12,15,7,10,27,0,100,21,13,30,8,24,9,18,0,4,27,8,8,0,20,0,6,5,28,0,9,5,31,7,0
2/25/2018,21,0,13,20,9,7,0,0,34,10,14,33,0,15,23,0,18,12,29,36,9,11,9,24,32,27,0,45,25,68,7,26,14,20,0,5,0,18,10,0,10,0,14,8,15,74,9,11,0,12,100
2/26/2018,11,0,18,0,8,14,22,100,0,11,15,33,0,6,8,0,68,37,12,0,20,26,14,10,0,21,52,22,30,37,11,25,17,31,0,10,14,23,12,39,24,61,26,15,39,79,15,8,0,12,99
2/27/2018,20,47,14,0,6,10,16,32,0,9,13,0,0,7,13,20,32,15,11,0,11,10,8,5,0,14,48,21,23,23,7,24,8,14,83,6,13,6,9,24,9,0,16,9,37,100,6,9,0,8,62
2/28/2018,16,0,13,14,10,11,21,57,46,6,19,0,23,9,13,0,13,15,9,27,20,17,9,23,0,15,0,25,22,41,11,32,5,19,100,9,21,0,8,29,11,0,21,5,47,0,6,13,26,16,0
3/1/2018,28,100,26,24,19,19,19,64,0,12,19,0,39,10,10,42,23,31,0,46,33,16,12,27,28,27,0,0,0,93,15,33,19,22,0,24,0,12,15,0,13,0,12,13,37,0,9,10,45,15,0
3/2/2018,25,0,25,30,15,11,49,72,55,9,19,49,0,9,11,25,27,18,18,0,29,31,27,0,33,36,0,0,0,100,16,38,18,30,0,17,22,27,7,0,0,0,21,12,43,0,17,12,0,12,0
3/3/2018,11,0,11,20,7,12,22,96,83,7,13,0,0,10,8,17,18,28,12,35,9,12,5,12,23,0,78,22,0,31,4,24,16,15,0,15,0,9,3,0,10,0,7,5,14,68,7,24,0,15,100
3/4/2018,28,100,17,25,8,27,19,64,45,13,19,43,40,13,13,0,0,16,16,91,21,14,12,19,56,10,68,28,0,42,7,48,20,21,0,22,18,16,13,0,13,0,25,8,94,0,10,18,45,15,0
3/5/2018,30,0,22,0,13,20,39,70,43,22,34,0,43,15,16,22,24,46,25,99,31,27,11,24,59,25,0,0,31,47,22,35,31,28,88,16,20,22,13,53,14,90,27,16,62,0,17,27,100,32,0
3/6/2018,16,57,13,0,9,5,17,37,0,15,23,0,0,10,8,0,0,23,18,0,12,8,11,9,0,6,0,0,22,25,19,19,19,22,0,13,0,14,12,28,7,100,33,8,33,54,5,11,0,18,0
3/7/2018,8,0,10,21,10,8,8,36,47,8,17,26,0,13,6,12,17,30,15,0,13,9,11,9,0,6,40,0,11,61,9,29,15,19,100,13,22,7,6,27,7,0,16,8,22,0,12,13,0,14,0
3/8/2018,15,0,33,0,11,10,16,0,46,19,31,0,45,15,11,48,38,17,51,0,47,23,27,17,0,16,76,0,21,0,12,37,33,29,0,22,21,0,10,53,14,0,21,12,63,100,16,8,0,22,0
3/9/2018,0,0,32,28,13,15,0,0,0,11,17,47,44,13,11,0,26,17,0,51,19,12,13,0,32,22,0,32,20,0,15,0,30,26,0,11,20,13,10,0,29,93,10,10,52,100,13,23,0,33,0
3/10/2018,0,0,13,0,10,30,32,0,0,10,7,0,0,8,22,24,0,32,0,100,9,8,6,0,0,0,0,31,19,0,12,0,16,11,0,8,0,26,14,0,14,0,14,13,41,0,12,16,0,16,0
3/11/2018,33,0,16,20,8,15,23,100,37,5,18,34,0,11,12,27,18,24,18,37,7,11,11,8,36,20,0,0,14,33,11,50,10,19,0,9,19,20,8,0,30,66,14,7,35,0,16,17,34,20,0
3/12/2018,14,0,34,23,17,14,28,61,39,15,31,0,0,13,10,22,34,45,0,0,16,17,9,24,0,29,0,0,36,0,13,0,22,39,84,14,18,35,17,100,12,0,9,12,37,0,37,7,43,10,0
3/13/2018,16,0,24,0,13,21,33,0,0,16,23,0,0,17,22,0,78,71,34,51,19,24,7,22,36,17,80,0,21,0,9,0,19,47,0,16,0,13,20,58,28,0,32,15,41,0,12,8,100,45,0
3/14/2018,12,100,8,18,6,9,22,31,0,6,17,0,0,4,12,12,11,8,26,35,7,7,6,8,16,10,34,0,9,22,9,0,9,11,0,12,15,9,7,25,12,41,18,9,39,0,5,4,37,10,0
3/15/2018,17,0,14,0,9,15,30,0,31,5,27,0,30,12,30,0,18,25,12,37,7,9,9,8,24,12,54,34,29,36,10,50,18,26,0,12,15,19,10,41,30,0,27,10,49,0,18,11,0,32,100
3/16/2018,19,0,23,0,14,32,21,0,0,5,31,0,53,21,25,0,32,31,20,65,12,14,24,14,40,34,0,0,0,59,19,0,12,32,0,13,0,0,12,0,0,0,55,12,100,0,23,19,0,14,0
3/17/2018,14,100,8,27,10,22,37,0,0,9,29,43,0,5,14,0,0,30,15,46,17,7,6,10,28,27,0,29,18,0,11,32,13,16,0,5,29,17,9,0,13,0,27,5,28,0,18,7,44,0,0
3/18/2018,16,0,35,33,14,25,50,0,99,8,38,50,0,13,11,49,27,35,26,52,10,13,14,34,0,30,0,33,21,95,16,37,15,34,100,11,23,27,12,0,15,94,36,15,76,0,13,11,0,24,0
3/19/2018,20,100,9,0,11,19,51,63,56,18,20,0,41,27,9,0,74,46,15,0,17,21,6,30,27,34,0,29,19,0,24,0,21,31,85,17,20,12,26,0,13,80,22,16,19,0,19,18,43,15,0
3/20/2018,16,0,29,0,6,12,21,0,61,14,25,0,32,16,15,0,19,24,12,0,13,12,7,26,21,15,53,34,29,0,10,26,13,36,0,13,21,19,17,37,13,0,20,14,29,0,8,17,33,13,100
3/21/2018,23,0,28,32,15,17,39,0,86,17,40,0,0,19,20,22,41,33,16,73,27,16,23,18,30,18,74,49,20,0,10,37,15,29,0,14,22,26,14,0,14,88,32,16,20,100,15,21,0,37,0
3/22/2018,0,0,13,23,13,7,23,0,60,17,13,0,32,14,8,32,0,24,12,35,7,26,7,16,0,12,0,23,22,100,9,26,11,22,0,12,0,14,5,0,51,64,14,13,36,76,18,6,0,20,0
3/23/2018,15,100,25,0,10,10,30,0,0,8,5,42,0,10,19,20,23,29,16,47,0,0,9,20,29,10,0,0,0,42,11,32,11,18,0,12,0,23,13,0,13,0,26,13,55,0,8,14,0,31,0
3/24/2018,18,0,25,33,9,12,18,0,62,13,15,49,0,11,23,25,27,18,29,56,21,8,18,12,36,12,0,0,22,50,11,40,9,14,100,9,0,28,17,0,0,0,16,15,45,0,14,13,52,37,0
3/25/2018,0,0,32,27,8,11,46,0,47,9,28,0,45,18,53,22,24,41,17,49,14,36,13,16,0,26,77,0,0,0,17,36,13,42,87,14,20,0,9,54,14,0,29,12,100,0,9,12,47,23,0
3/26/2018,27,0,31,29,15,24,17,83,47,20,23,56,52,27,16,24,0,37,19,0,32,27,12,37,33,28,85,51,25,77,20,60,17,35,100,19,32,16,13,0,25,98,36,19,59,0,25,20,0,32,0
3/27/2018,26,0,20,55,17,23,33,79,0,9,39,78,51,22,12,24,0,44,53,0,25,24,14,18,0,23,81,100,0,50,25,0,19,21,98,24,31,15,10,0,29,0,37,20,75,0,10,12,0,25,0
3/28/2018,0,0,17,0,11,0,11,54,0,11,26,34,34,8,8,0,17,47,12,0,27,10,12,16,21,15,0,22,31,0,9,0,16,21,66,8,21,10,17,0,10,0,17,13,36,0,5,6,69,8,100
3/29/2018,0,0,17,33,19,0,40,0,58,18,32,0,0,11,14,30,62,83,66,0,24,0,17,14,39,28,100,40,27,0,19,47,29,23,0,25,25,36,28,72,44,0,31,17,65,0,32,14,0,30,0
3/30/2018,15,100,17,0,11,10,23,0,50,9,12,0,0,8,10,0,48,39,18,48,18,14,6,16,31,16,72,0,19,0,9,34,18,20,0,13,38,0,9,0,40,0,9,10,59,96,18,22,0,11,0
3/31/2018,34,0,28,30,9,11,33,75,0,5,15,46,0,12,22,0,26,27,0,52,20,18,27,19,52,11,77,32,21,47,9,37,22,10,0,11,21,20,15,61,38,100,17,10,54,0,13,11,0,23,0
4/1/2018,30,0,13,37,12,14,31,0,0,15,19,0,60,21,29,0,32,49,0,0,13,27,14,22,45,22,100,43,0,0,8,98,28,34,0,19,0,44,22,74,27,0,20,14,39,0,13,21,89,46,0
4/2/2018,25,0,39,27,12,21,32,0,44,18,9,0,0,16,11,24,100,68,0,0,30,19,22,11,50,33,76,33,0,48,20,38,31,36,0,37,0,14,35,0,16,96,25,26,46,0,14,17,0,29,0
4/3/2018,31,0,15,44,11,20,24,100,27,12,16,31,29,17,14,0,32,37,24,67,14,22,12,10,21,18,50,42,14,30,7,24,23,19,0,14,14,9,22,35,10,60,19,17,50,67,14,11,34,15,0
4/4/2018,23,0,18,26,15,10,30,0,82,14,28,0,0,15,16,23,37,37,17,49,32,11,14,21,30,32,73,0,0,45,22,36,30,49,0,24,42,0,14,52,15,0,43,24,53,100,16,28,0,16,0
4/5/2018,15,0,27,0,17,29,22,0,41,15,27,43,0,12,47,29,32,46,17,48,37,14,16,34,0,35,71,45,39,44,12,69,34,38,0,16,20,21,16,52,37,86,18,17,41,100,10,24,49,32,0
4/6/2018,0,0,42,0,20,53,43,0,86,18,38,80,0,11,29,42,0,64,0,0,17,13,19,19,55,38,0,82,72,0,34,97,30,48,0,0,0,57,26,100,78,0,25,20,74,0,34,43,89,20,0
4/7/2018,16,0,39,29,9,11,85,0,0,12,16,0,0,7,28,37,0,18,18,0,19,23,7,11,0,0,0,32,21,0,13,38,17,18,0,11,20,0,5,0,15,0,19,10,22,0,32,8,100,11,0
4/8/2018,17,0,17,19,5,7,23,98,0,13,18,31,30,9,11,0,17,12,18,0,19,15,7,15,21,11,0,21,21,0,11,0,10,21,0,13,28,18,13,0,13,0,18,12,36,0,17,8,33,8,100
4/9/2018,30,100,31,26,13,15,21,68,38,21,28,0,55,12,10,42,0,43,26,47,24,25,15,23,29,15,0,29,20,0,15,34,16,56,86,15,20,25,18,51,33,86,25,20,51,0,23,23,91,31,0
4/10/2018,30,0,15,53,14,20,32,69,59,12,24,45,42,22,13,37,36,50,32,50,30,24,15,20,30,17,72,0,40,0,12,68,18,50,0,15,20,13,23,51,27,87,22,21,45,100,16,16,49,25,0
4/11/2018,12,79,20,0,10,15,30,0,31,11,18,34,0,20,15,0,18,26,18,37,17,16,17,15,23,12,0,23,15,0,20,76,14,40,0,8,0,0,13,39,16,100,18,17,22,0,16,9,55,20,0
4/12/2018,37,100,23,24,14,18,15,0,41,10,29,0,0,12,10,21,23,28,0,98,13,16,19,14,58,10,0,0,19,0,15,32,17,38,84,12,19,30,9,51,20,0,12,16,42,98,12,26,97,34,0
4/13/2018,15,0,35,0,10,19,16,0,0,8,30,0,0,10,20,32,23,50,0,51,9,30,15,10,0,10,0,29,0,0,12,33,11,34,0,13,0,12,14,0,14,85,27,9,19,100,15,15,50,20,0
4/14/2018,15,0,19,28,6,10,25,0,0,6,17,0,0,13,10,22,0,17,17,51,22,15,12,10,0,11,0,0,20,87,10,0,14,18,0,14,0,13,8,0,34,90,23,9,32,100,20,15,51,21,0
4/15/2018,60,0,20,0,17,20,41,0,63,19,20,0,59,15,34,43,32,28,22,0,27,44,8,33,0,27,100,79,39,55,15,47,27,31,0,28,0,16,22,72,35,0,40,17,88,0,18,20,61,55,0
4/16/2018,28,100,17,0,17,27,28,0,0,17,26,42,39,10,18,51,44,53,30,0,41,0,17,19,28,9,66,57,19,40,0,32,28,25,82,23,36,0,19,51,12,83,47,10,44,0,11,14,43,50,0
4/17/2018,14,0,13,0,16,23,15,64,0,16,17,43,0,10,19,42,0,72,31,0,9,22,12,19,28,10,69,0,0,0,6,0,16,34,0,12,55,24,20,0,20,0,46,13,90,100,14,15,91,50,0
4/18/2018,22,0,17,25,18,19,44,64,0,18,22,42,0,12,28,42,0,87,15,51,26,22,25,10,29,34,0,0,0,0,11,0,16,26,0,17,28,37,11,53,39,84,32,16,100,0,17,11,90,20,0
4/19/2018,17,79,22,0,11,14,23,100,0,11,19,32,65,10,12,33,17,12,12,0,13,11,13,11,22,26,56,23,14,33,15,0,11,14,0,10,0,25,13,41,13,66,14,12,23,0,10,6,0,13,0
4/20/2018,23,0,33,40,18,20,46,100,0,26,37,0,0,9,45,0,70,62,24,0,27,28,10,15,91,32,0,0,0,67,26,50,15,33,0,11,0,55,24,0,0,0,14,21,42,0,0,12,0,40,0
4/21/2018,19,0,28,35,12,12,20,0,0,13,13,54,57,11,27,0,0,33,20,0,12,10,21,14,0,27,100,0,24,0,46,43,28,29,0,10,23,24,15,0,18,0,23,7,0,0,8,20,0,27,0
4/22/2018,0,0,32,27,11,20,64,0,98,12,15,47,45,15,10,24,0,34,16,0,19,11,20,11,30,27,77,32,0,51,12,36,19,25,100,0,0,13,24,0,34,0,23,15,20,0,19,29,50,11,0
4/23/2018,16,0,24,0,11,31,25,0,0,16,29,0,0,22,21,37,0,100,44,0,40,24,10,34,63,28,0,0,43,56,19,37,13,45,0,22,41,35,25,0,28,95,29,15,62,0,19,18,0,24,0
4/24/2018,9,0,21,23,7,11,22,0,0,11,17,26,0,10,11,13,13,28,14,0,12,7,7,12,17,20,85,26,0,29,7,100,9,18,0,7,0,19,11,0,12,0,13,10,41,0,7,8,0,15,0
4/25/2018,41,0,35,57,14,22,33,75,0,14,33,0,48,18,11,25,38,36,18,0,25,16,18,11,0,17,83,67,0,54,13,0,17,27,0,23,21,14,23,55,22,100,62,11,43,0,16,18,53,48,0
4/26/2018,32,0,26,28,9,18,26,0,44,18,29,0,47,15,18,36,0,53,17,51,19,20,11,11,32,34,0,0,21,52,13,55,15,29,100,9,20,20,18,0,39,99,40,13,42,0,19,11,52,11,0
4/27/2018,15,100,14,54,9,10,15,66,47,12,8,0,43,9,10,46,25,67,65,49,20,12,10,21,30,22,0,31,19,47,10,33,8,18,96,10,57,16,9,52,27,0,19,10,32,0,8,15,48,15,0
4/28/2018,0,0,16,78,10,18,54,0,100,15,27,77,77,15,0,89,47,47,0,0,24,13,17,0,56,21,0,58,33,0,26,0,23,26,0,9,35,42,24,0,26,0,26,16,71,0,0,13,86,19,0
4/29/2018,21,0,13,19,10,17,21,46,33,10,7,0,0,9,14,16,17,12,11,33,13,10,16,11,64,15,100,0,13,0,10,24,10,10,0,9,0,8,10,35,24,0,23,8,27,0,13,5,34,30,96
4/30/2018,11,0,9,20,5,7,6,26,0,11,6,17,0,6,10,8,9,13,12,0,7,13,10,8,11,4,27,11,0,17,6,13,10,6,0,6,11,0,4,0,10,0,7,6,15,0,12,3,19,4,100
5/1/2018,30,68,15,0,9,44,10,0,0,13,14,30,0,8,14,29,15,11,16,100,28,15,13,24,41,28,48,39,26,64,14,0,19,11,61,7,0,9,13,0,18,0,16,11,58,71,10,11,0,0,0
5/2/2018,0,100,18,26,13,9,15,70,0,17,22,0,43,8,19,0,22,33,39,0,32,29,22,51,0,15,73,58,0,46,21,0,25,19,92,25,0,25,9,0,20,0,46,14,76,0,21,16,0,21,0
5/3/2018,23,0,28,0,12,29,38,70,43,11,10,43,89,25,10,0,24,17,16,0,9,22,13,11,31,11,77,0,0,0,18,35,26,46,0,13,0,0,7,0,14,95,19,16,61,100,13,0,51,22,0
5/4/2018,31,0,6,0,6,7,11,47,33,5,7,28,0,9,7,25,0,22,0,0,6,10,11,7,41,7,53,22,39,31,12,0,17,14,0,9,0,0,3,0,10,0,6,8,27,0,8,5,49,0,100
5/5/2018,0,0,23,19,6,7,10,43,0,8,5,27,0,4,7,17,17,10,16,0,9,5,4,7,0,15,51,21,0,29,7,0,15,15,0,7,14,8,4,0,19,0,29,1,33,0,10,8,31,15,100
5/6/2018,11,0,19,0,10,0,21,0,0,12,18,0,0,10,11,0,17,30,0,0,9,7,5,19,66,0,0,23,21,0,12,36,19,14,0,9,14,9,16,0,20,0,13,6,58,0,15,11,34,12,100
5/7/2018,25,0,25,0,15,11,33,0,45,28,38,50,46,11,17,50,26,56,18,0,20,20,33,39,33,29,0,34,53,51,13,0,20,66,0,11,21,14,10,0,31,100,31,22,76,0,20,13,57,41,0
5/8/2018,22,76,33,19,10,14,11,0,60,18,22,32,31,10,7,17,17,25,24,0,17,21,17,7,22,15,54,23,14,0,11,0,11,30,0,15,0,0,10,0,10,0,17,13,22,78,13,14,0,23,100
5/9/2018,22,0,34,0,14,14,21,65,58,21,15,0,0,19,9,36,0,43,30,47,17,30,12,10,58,10,68,0,28,0,11,33,22,30,0,15,19,16,16,73,22,0,24,12,74,100,15,12,0,26,0
5/10/2018,30,99,8,26,17,9,29,0,61,13,17,0,40,10,16,32,0,21,16,47,17,12,10,10,30,27,0,29,19,0,11,33,14,21,89,24,19,24,20,100,22,0,14,14,37,97,17,12,49,20,0
5/11/2018,9,0,15,0,5,11,12,37,0,6,7,24,23,4,11,17,14,24,14,28,10,8,3,6,17,9,82,34,11,0,6,19,5,7,0,7,0,11,4,29,8,100,11,7,27,0,6,9,28,6,0
5/12/2018,0,0,17,0,8,38,19,0,0,17,16,0,0,21,14,61,0,44,44,0,28,9,15,14,41,58,100,39,24,0,7,0,14,18,0,14,0,16,9,0,18,0,31,8,38,0,25,20,64,28,0
5/13/2018,15,0,24,0,11,10,15,63,96,11,17,45,43,9,17,0,48,25,22,49,23,18,9,17,31,11,75,45,19,44,19,34,19,33,100,8,20,21,14,51,41,0,45,11,46,0,18,13,48,24,0
5/14/2018,15,70,20,18,7,15,49,44,28,9,17,0,28,10,10,30,16,28,16,32,12,26,10,14,20,14,100,20,20,30,11,0,11,22,0,9,20,13,12,0,72,0,28,10,26,0,11,16,33,17,0
5/15/2018,20,0,36,27,19,15,52,67,42,23,37,0,62,17,15,23,24,34,27,0,22,35,23,17,46,18,75,31,49,0,8,52,18,38,95,15,39,13,13,50,41,0,22,12,100,0,18,10,0,14,0
5/16/2018,15,0,37,0,12,10,15,0,0,15,48,45,42,16,32,24,50,59,33,100,35,18,20,32,31,22,76,64,0,93,6,36,22,17,96,16,20,27,17,53,21,0,19,8,81,0,18,32,0,33,0
5/17/2018,30,0,36,37,12,26,20,0,0,20,33,58,55,16,54,31,0,22,22,0,29,34,17,0,41,21,0,0,100,62,11,46,8,18,0,14,27,26,13,0,72,0,19,12,78,0,16,10,65,29,0
5/18/2018,11,0,23,0,9,14,22,0,0,4,12,63,0,13,15,18,18,18,24,0,9,11,9,16,23,8,0,44,14,33,18,0,7,14,0,5,15,14,0,0,20,0,10,5,29,0,13,11,0,16,100
5/19/2018,20,0,12,0,6,0,19,0,0,12,14,0,0,16,13,0,32,21,22,0,28,19,37,0,0,14,100,39,24,0,15,0,11,22,0,19,26,33,12,0,18,0,49,9,80,0,16,10,0,28,0
5/20/2018,14,0,43,0,13,0,14,0,47,12,16,0,41,21,15,66,24,32,16,46,21,21,27,0,0,21,0,0,18,84,6,0,23,29,0,7,29,12,23,0,26,0,32,12,38,100,12,7,0,25,0
5/21/2018,10,74,19,38,11,20,20,91,0,8,17,31,29,5,21,31,35,40,11,100,21,27,13,14,0,26,0,21,13,0,10,24,16,29,0,7,14,0,11,37,28,0,27,14,61,0,6,8,0,18,0
5/22/2018,22,100,26,26,12,19,18,63,39,14,35,0,0,12,20,43,32,32,23,45,19,27,10,24,88,16,68,45,37,41,16,33,15,28,0,18,38,0,18,0,42,0,25,16,50,98,25,17,46,30,0
5/23/2018,22,0,13,52,13,19,35,0,39,12,13,42,0,25,15,33,24,24,23,45,13,13,6,29,88,21,0,31,19,0,16,33,13,41,0,10,19,12,18,100,25,89,23,20,37,100,23,29,0,15,0
5/24/2018,40,0,39,43,10,10,23,0,46,11,29,46,44,15,22,24,40,71,25,0,14,11,0,11,32,29,0,34,21,0,18,36,14,40,0,16,0,13,5,0,28,100,20,19,31,0,31,12,52,17,0
5/25/2018,15,0,32,28,6,10,31,67,0,16,22,0,44,11,10,0,26,25,16,0,9,15,10,0,30,15,0,32,19,43,14,34,9,20,0,13,40,24,7,0,20,100,19,11,40,0,12,10,0,22,0
