Dates,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
10/1/2015,0,0,14,36,12,24,18,96,11,13,5,0,0,19,28,24,27,44,22,0,19,15,16,11,41,11,0,0,21,0,13,0,9,21,100,13,25,13,11,0,31,0,16,12,38,0,16,13,54,23,0
10/2/2015,0,0,17,0,7,0,17,89,0,11,12,0,0,5,0,0,0,20,0,0,16,14,12,17,0,34,0,28,0,0,9,0,11,19,0,12,0,12,8,0,11,0,11,11,52,100,10,0,0,22,0
10/3/2015,0,0,32,0,8,28,55,0,16,6,9,0,62,5,22,34,43,0,0,0,16,11,17,0,0,35,100,0,27,0,9,65,7,28,0,9,0,19,16,0,0,0,25,10,32,0,19,11,73,17,0
10/4/2015,0,0,27,0,9,18,18,0,11,9,15,46,0,13,0,22,27,42,21,46,15,10,12,19,41,11,0,0,19,52,8,43,5,19,0,16,24,13,13,49,11,0,12,4,21,100,13,7,51,18,0
10/5/2015,27,0,39,49,21,30,25,0,24,24,33,67,0,21,19,32,36,76,30,67,16,41,34,46,0,30,100,42,29,0,24,0,13,69,0,17,33,19,18,0,35,0,32,15,61,0,15,21,0,22,0
10/6/2015,0,78,22,62,14,14,16,0,10,14,19,44,0,15,0,0,46,39,28,43,10,9,30,26,0,24,0,27,19,0,8,40,10,44,0,7,43,16,10,0,12,0,21,11,53,0,16,7,100,19,0
10/7/2015,20,0,13,0,9,24,30,0,41,13,16,0,0,17,35,31,40,45,0,0,12,13,19,41,0,11,75,61,21,0,13,0,11,23,100,19,24,20,11,79,13,0,27,14,67,0,17,8,0,33,0
10/8/2015,22,0,11,0,5,12,26,0,8,8,11,0,0,10,30,16,0,32,31,0,8,8,9,16,0,8,53,0,25,0,10,0,7,13,69,18,26,10,14,57,10,71,8,8,32,0,5,5,0,10,100
10/9/2015,20,0,30,0,8,0,26,0,10,10,16,0,41,7,28,22,26,20,20,44,22,14,17,18,40,0,0,28,0,0,15,0,8,21,0,8,23,12,11,49,12,100,10,8,49,97,10,10,0,11,0
10/10/2015,40,0,42,80,10,55,75,0,21,15,10,86,81,18,30,44,0,42,83,0,70,23,16,0,87,22,0,0,0,0,25,0,12,23,0,12,0,0,17,0,0,0,62,11,45,0,0,14,100,66,0
10/11/2015,20,0,23,0,7,27,18,0,23,11,17,0,0,7,14,21,0,41,0,0,30,12,17,0,0,0,67,28,0,0,6,0,9,14,0,15,0,12,9,54,12,100,21,6,29,0,14,7,0,26,0
10/12/2015,34,0,35,35,7,25,18,0,18,14,13,49,0,18,15,22,0,29,43,0,18,16,29,16,43,11,74,30,21,0,7,0,9,25,0,12,24,13,10,0,13,100,19,10,33,0,15,7,57,18,0
10/13/2015,80,0,33,32,7,19,26,0,11,11,13,47,44,26,22,0,0,54,0,0,23,29,21,22,0,10,0,0,21,53,20,0,6,28,0,9,25,0,5,0,29,0,40,12,100,99,11,11,55,38,0
10/14/2015,27,0,18,55,7,10,34,86,16,16,16,0,42,11,15,45,19,29,21,49,12,23,16,29,39,9,0,0,20,0,16,44,11,30,0,17,0,15,11,49,16,95,19,11,54,100,17,23,0,25,0
10/15/2015,31,0,26,31,10,21,40,100,24,7,17,0,48,6,17,39,0,25,37,57,14,28,9,13,0,11,0,0,23,60,8,0,11,25,0,26,0,0,15,58,33,0,20,12,46,0,13,18,65,24,0
10/16/2015,24,0,19,31,11,13,20,100,23,11,10,0,48,15,17,26,20,74,25,0,0,16,6,13,0,21,85,33,41,59,7,0,6,7,0,15,29,0,6,0,40,0,25,7,52,0,12,17,61,36,0
10/17/2015,15,0,6,0,6,0,27,0,0,8,8,30,29,9,11,0,13,15,16,0,8,5,5,8,0,14,100,0,17,0,9,32,4,6,0,7,18,0,6,34,19,0,13,2,24,0,10,13,0,8,0
10/18/2015,30,0,6,0,7,8,21,0,13,8,10,33,29,6,16,16,0,23,16,34,14,15,7,8,57,7,100,0,0,0,8,0,5,17,0,7,18,10,10,35,25,0,18,3,32,0,8,7,0,13,0
10/19/2015,40,0,11,0,17,20,21,100,39,13,9,0,50,19,23,54,22,77,26,58,32,25,14,25,92,23,86,0,37,0,23,52,17,38,0,30,29,17,22,60,21,0,30,10,96,0,17,14,67,30,0
10/20/2015,0,0,10,0,12,23,37,90,23,14,22,0,45,12,15,0,0,57,23,54,0,37,9,11,0,15,77,0,22,0,21,47,8,38,0,13,26,16,23,0,46,100,11,14,58,0,15,13,0,22,0
10/21/2015,12,0,11,16,4,8,10,100,6,11,4,0,24,6,8,13,11,43,13,0,7,8,7,10,22,11,42,17,12,30,10,38,7,13,0,4,21,9,15,0,30,55,18,6,38,0,6,9,49,22,0
10/22/2015,20,0,25,28,11,10,17,0,16,13,11,45,85,17,15,0,0,50,0,0,12,24,16,10,38,14,74,30,21,0,13,69,9,32,100,13,36,15,22,0,25,0,22,9,64,0,14,8,57,25,0
10/23/2015,32,0,9,0,9,33,19,0,0,8,10,45,43,16,31,23,0,64,22,52,12,13,12,0,40,20,0,30,20,0,21,47,9,27,0,13,25,15,28,0,17,100,11,6,45,0,7,16,57,18,0
10/24/2015,22,0,9,0,5,12,0,0,0,9,5,46,43,4,0,24,0,21,20,100,12,8,8,23,0,13,0,30,49,53,20,96,5,16,0,7,0,15,6,0,0,0,22,7,47,0,21,16,80,11,0
10/25/2015,67,0,17,0,11,18,39,0,18,11,21,0,46,11,16,0,25,34,22,0,13,13,18,16,40,22,78,33,0,0,7,51,10,24,100,14,0,0,24,54,0,0,12,8,33,0,15,9,88,16,0
10/26/2015,21,0,20,14,5,12,19,0,15,8,8,0,23,4,30,18,12,11,0,27,9,13,10,6,19,5,0,16,12,0,0,25,7,17,100,7,0,16,6,27,8,0,12,12,24,0,11,4,0,6,0
10/27/2015,53,96,27,27,15,23,31,0,31,26,19,51,46,14,22,24,0,34,23,0,16,26,16,26,0,20,76,82,23,0,21,0,11,35,100,13,0,16,13,54,26,0,41,18,71,0,27,17,59,17,0
10/28/2015,19,0,25,24,10,19,47,77,13,19,13,0,39,8,13,21,0,58,20,0,17,13,9,24,0,22,0,27,20,0,12,41,7,23,0,17,34,27,17,45,20,0,39,9,70,0,17,15,100,24,0
10/29/2015,12,0,9,0,5,15,17,100,6,9,11,28,0,4,8,13,13,25,20,30,16,6,7,14,0,9,0,17,13,0,5,0,6,13,0,4,0,8,11,0,10,0,11,6,26,0,6,5,0,10,0
10/30/2015,37,0,10,0,7,12,0,100,18,15,17,51,47,14,17,0,0,25,0,0,14,16,7,18,0,11,0,0,24,0,0,0,6,10,0,7,0,16,16,0,0,0,20,5,77,0,0,8,0,37,0
10/31/2015,21,0,17,0,6,0,18,88,0,9,9,0,0,8,0,0,21,20,20,0,12,14,6,11,0,13,0,28,0,0,10,0,2,6,0,6,24,0,8,48,16,100,22,4,0,0,14,14,51,0,0
11/1/2015,39,0,27,0,8,16,26,0,22,6,14,0,0,8,0,0,21,61,20,48,11,11,15,11,0,41,0,0,0,100,16,43,7,9,0,13,0,0,5,48,31,0,11,9,22,0,17,15,53,11,0
11/2/2015,62,100,26,30,16,27,19,0,30,16,29,0,0,7,29,36,44,45,22,53,37,15,15,11,39,35,75,32,25,0,14,48,15,14,0,14,26,21,22,53,24,99,32,12,84,0,25,17,59,37,0
11/3/2015,23,0,27,32,17,17,41,100,13,13,15,56,0,16,32,66,0,50,24,0,27,25,11,36,44,30,84,35,28,0,16,0,12,37,0,7,0,29,11,0,36,0,17,16,75,0,33,9,65,21,0
11/4/2015,0,0,25,0,11,23,0,0,0,11,13,0,0,17,30,25,0,56,0,0,25,16,13,11,0,12,0,0,25,57,11,48,10,26,100,24,52,0,6,55,0,0,30,9,23,0,22,9,0,46,0
11/5/2015,15,0,9,62,8,16,19,65,16,11,7,35,31,7,15,34,15,15,16,37,17,12,16,8,27,12,54,0,18,40,16,33,9,13,0,11,18,22,10,37,23,0,8,7,32,79,8,12,0,21,100
11/6/2015,13,0,6,0,5,11,23,58,11,7,11,29,27,7,0,0,0,13,14,0,8,8,5,7,24,15,0,0,0,35,9,0,4,8,0,10,0,10,9,100,17,0,7,5,29,0,5,5,0,7,0
11/7/2015,0,0,20,22,3,9,14,0,8,8,5,32,60,8,0,17,0,15,15,0,17,11,4,0,28,0,0,22,0,0,5,0,6,12,0,20,19,11,6,0,15,0,8,5,17,0,5,11,0,8,100
11/8/2015,15,0,7,21,3,9,0,67,0,8,9,0,0,5,11,17,16,15,0,0,26,11,0,8,28,9,54,0,0,0,5,34,6,18,0,5,0,0,14,0,11,0,8,5,0,79,5,6,0,20,100
11/9/2015,0,44,9,19,4,5,8,41,16,5,7,23,19,7,6,0,10,10,0,0,16,7,5,10,27,14,0,14,11,25,8,21,4,9,0,6,11,0,10,48,7,45,23,7,31,100,10,4,0,10,0
11/10/2015,0,0,18,20,13,8,13,0,17,7,19,0,31,6,15,17,15,23,16,0,8,8,9,11,28,8,0,0,0,40,9,0,8,23,0,12,18,11,6,38,11,0,25,6,24,0,13,6,0,12,100
11/11/2015,22,96,10,0,9,12,36,92,12,18,29,0,0,13,22,24,22,45,0,0,18,19,6,11,0,12,0,31,0,0,17,0,8,10,0,20,0,0,20,0,17,100,24,10,46,0,7,18,0,11,0
11/12/2015,29,0,25,0,8,18,18,94,36,23,20,0,0,10,15,25,23,30,47,54,21,23,10,11,0,16,79,0,0,0,18,50,13,24,0,24,27,16,20,55,35,100,31,14,40,0,0,9,0,11,0
11/13/2015,28,0,25,0,10,0,24,0,0,16,15,0,0,17,20,32,0,0,31,66,16,30,8,15,53,0,100,0,31,0,23,63,11,17,0,18,34,20,15,69,33,0,40,10,31,0,13,10,0,22,0
11/14/2015,0,0,14,0,6,11,0,0,0,4,8,0,39,12,15,0,0,0,22,46,12,17,6,11,39,0,0,28,0,0,13,42,5,18,0,19,0,0,5,0,15,100,15,4,66,0,0,7,0,11,0
11/15/2015,0,0,10,20,4,12,0,0,8,9,9,0,0,15,10,0,0,15,15,34,17,5,4,11,28,12,100,21,16,0,0,0,6,13,0,0,0,0,0,0,0,0,8,5,56,0,0,6,0,15,0
11/16/2015,19,0,19,54,6,32,26,87,28,11,16,0,0,20,27,22,20,21,42,49,27,17,12,20,37,16,71,29,24,53,10,0,5,18,0,10,0,15,17,100,46,0,22,11,44,0,21,8,55,34,0
11/17/2015,20,0,41,29,13,11,36,92,23,8,15,0,0,11,0,47,21,51,0,54,16,19,10,11,38,19,76,0,25,56,14,95,11,19,100,17,25,23,19,54,50,95,35,13,23,0,10,25,57,38,0
11/18/2015,19,0,35,0,11,25,17,85,10,8,16,0,41,7,20,22,18,34,0,49,22,26,17,20,53,21,0,29,23,0,6,74,8,25,91,9,47,14,13,0,39,0,21,4,21,100,7,20,53,10,0
11/19/2015,19,0,19,0,12,14,16,85,10,7,19,0,0,8,13,0,17,27,63,0,33,21,8,15,0,10,0,0,45,0,12,73,4,22,0,12,0,14,11,0,48,0,14,6,21,100,13,8,0,20,0
11/20/2015,0,0,15,0,10,0,0,0,12,5,8,46,0,11,0,24,0,23,0,0,39,12,0,11,0,12,75,0,73,0,11,100,7,20,0,7,0,0,6,0,19,0,36,4,73,0,8,0,60,12,0
11/21/2015,0,0,34,0,14,0,0,0,21,14,13,0,0,0,29,0,0,0,41,0,0,14,28,20,0,21,0,55,0,100,24,86,6,18,0,24,0,0,16,0,0,0,32,5,89,0,13,14,0,21,0
11/22/2015,17,0,9,0,4,9,27,0,13,6,12,69,0,8,0,17,0,31,17,0,13,6,14,16,33,17,0,22,17,39,0,35,9,12,0,5,19,0,8,37,26,71,11,3,35,0,5,0,0,8,100
11/23/2015,48,0,16,0,7,13,13,0,0,7,8,34,0,11,15,33,10,23,34,0,21,5,12,15,33,16,0,22,16,0,0,35,5,18,0,6,0,0,4,37,19,68,11,7,24,0,8,6,46,8,100
11/24/2015,19,0,15,0,7,10,30,81,10,11,7,0,37,7,25,0,9,37,20,0,20,13,5,9,0,10,60,51,16,45,5,0,8,24,0,11,22,12,14,44,15,0,14,10,19,100,12,7,0,18,0
11/25/2015,0,0,19,0,6,0,21,100,0,9,6,0,0,7,17,0,0,35,24,0,33,26,7,0,0,13,0,0,0,0,7,51,7,21,0,11,0,0,9,58,0,0,25,6,0,0,8,8,0,12,0
11/26/2015,0,0,29,0,0,0,0,0,0,31,0,0,0,14,100,0,45,68,0,0,61,0,39,0,0,0,0,0,0,0,20,0,11,21,0,22,0,0,18,0,0,0,37,23,73,0,24,26,0,0,0
11/27/2015,0,0,20,0,14,0,78,0,0,14,11,0,0,18,34,0,0,0,48,0,0,34,13,24,0,48,0,0,0,0,39,0,35,28,0,14,53,0,12,0,38,0,24,10,100,0,16,26,0,24,0
11/28/2015,0,0,16,0,5,0,15,0,10,4,7,39,0,13,13,0,0,18,19,0,10,0,10,10,0,19,0,25,0,45,10,0,6,11,0,8,0,0,5,0,23,0,10,5,40,100,8,10,43,20,0
11/29/2015,13,59,12,18,6,0,17,0,0,5,10,0,0,14,9,0,0,13,0,0,15,5,8,7,0,0,0,17,22,33,4,29,3,12,0,13,0,0,5,32,27,0,22,6,22,71,4,10,100,7,0
11/30/2015,21,0,10,0,8,12,55,0,25,18,27,0,0,16,15,47,0,22,23,53,24,12,7,11,40,24,0,0,0,56,20,97,11,29,100,20,26,0,9,53,26,97,17,12,47,0,7,9,57,17,0
12/1/2015,0,0,10,30,7,35,18,0,12,14,8,0,45,14,15,25,12,22,0,0,25,24,17,22,0,12,0,30,0,57,14,73,12,32,100,14,27,16,17,54,26,99,12,12,59,0,7,0,59,34,0
12/2/2015,36,0,9,25,9,10,23,80,31,4,20,0,0,9,12,0,0,19,19,0,21,7,11,10,0,15,0,52,0,48,9,42,4,30,0,9,22,14,15,46,22,0,10,10,100,0,19,22,50,24,0
12/3/2015,22,0,32,61,7,12,0,100,37,7,18,0,0,17,22,25,11,24,47,56,20,19,13,17,0,24,0,0,0,77,15,51,8,42,0,11,0,16,12,0,18,0,12,12,49,0,13,18,0,23,0
12/4/2015,0,100,16,65,6,0,0,0,13,7,17,53,46,11,48,53,0,24,25,58,14,14,10,12,44,0,0,0,20,61,27,52,7,30,0,11,0,0,11,0,59,0,32,8,25,0,11,13,62,29,0
12/5/2015,30,0,0,0,4,16,0,0,40,13,7,0,58,12,42,0,0,0,0,0,0,22,8,16,0,17,100,0,49,0,10,0,3,9,0,9,0,21,8,0,24,0,24,4,33,0,10,11,0,0,0
12/6/2015,33,0,10,0,5,12,0,100,19,7,17,0,0,9,15,25,0,46,23,0,0,17,16,12,0,38,0,33,0,0,7,0,7,20,0,0,0,0,15,0,37,0,12,7,50,0,15,9,0,30,0
12/7/2015,22,0,21,31,11,12,20,100,13,9,6,0,46,7,15,38,12,60,0,0,27,21,13,24,0,19,0,34,0,0,30,51,8,44,0,14,28,17,22,0,19,0,31,5,51,0,20,9,62,30,0
12/8/2015,41,0,40,0,7,11,18,0,24,15,24,0,42,17,0,48,0,33,33,0,25,15,9,54,0,24,0,0,0,0,14,95,11,25,100,13,26,15,20,0,18,0,34,4,46,0,7,17,0,22,0
12/9/2015,0,0,43,50,14,19,31,0,21,15,27,0,75,23,24,0,18,57,77,0,64,13,31,19,69,41,0,0,35,94,12,84,12,33,0,17,45,0,20,0,47,0,40,14,80,0,26,30,100,19,0
12/10/2015,20,89,22,41,7,11,29,0,11,10,28,0,41,18,13,23,0,56,21,50,18,22,8,10,38,16,0,0,38,52,10,45,8,22,0,11,24,15,9,50,26,0,19,8,44,100,7,16,55,24,0
12/11/2015,23,100,15,0,5,12,20,0,12,9,22,0,0,14,0,0,11,24,0,0,13,13,9,18,44,12,0,0,0,0,0,0,11,21,0,11,0,0,25,0,20,94,12,8,25,0,0,9,0,24,0
12/12/2015,0,0,7,22,3,11,14,0,17,11,8,35,31,5,11,0,0,0,16,38,12,6,12,0,31,18,53,0,13,0,5,0,5,7,0,5,0,11,13,38,0,0,9,3,18,0,11,0,42,8,100
12/13/2015,73,0,16,0,11,37,30,0,0,14,18,0,69,19,24,0,0,55,56,0,21,13,10,0,70,0,0,0,100,0,11,80,10,32,0,28,0,0,24,0,0,0,19,12,40,0,12,22,0,36,0
12/14/2015,43,0,30,0,8,22,26,0,24,7,18,0,42,9,14,46,0,0,34,100,36,19,9,0,41,0,0,30,0,0,26,97,6,37,93,16,0,16,17,0,27,0,23,5,35,0,14,13,0,22,0
12/15/2015,55,0,42,0,15,19,44,0,59,32,26,0,0,11,23,77,0,37,38,86,30,25,20,0,0,19,0,51,0,91,28,81,17,43,0,17,0,0,34,0,62,0,29,12,78,0,24,29,100,36,0
12/16/2015,0,0,8,0,4,0,10,100,0,6,8,0,0,7,8,25,0,18,12,28,13,10,3,6,0,6,0,0,12,0,7,0,3,7,0,4,0,9,12,0,15,0,16,4,50,0,12,9,0,17,0
12/17/2015,22,0,10,0,7,11,17,93,0,5,10,0,0,17,14,0,0,46,35,0,0,19,12,16,0,0,0,31,44,54,16,0,5,19,0,7,0,0,17,0,18,100,29,11,47,0,7,8,0,11,0
12/18/2015,0,0,18,57,4,21,0,0,0,9,21,0,78,16,0,43,0,0,43,0,22,42,15,21,0,45,0,0,78,100,18,0,9,36,0,13,0,27,10,0,0,0,32,11,43,0,27,15,91,20,0
12/19/2015,17,0,7,0,1,9,14,0,0,3,0,0,0,3,11,0,0,0,17,0,0,6,4,0,0,0,0,0,15,0,9,0,3,10,0,5,0,0,8,38,14,0,0,2,0,0,5,0,0,0,100
12/20/2015,20,86,9,29,5,0,24,0,11,8,19,0,39,8,14,0,8,30,82,0,21,7,10,15,40,0,0,27,0,0,8,44,5,16,0,9,0,14,15,0,18,90,21,3,36,100,10,8,39,10,0
12/21/2015,0,0,10,32,7,24,17,0,12,12,12,50,0,9,16,0,10,23,68,0,12,8,12,16,44,12,0,46,21,0,6,49,8,21,100,14,27,16,14,0,0,99,29,8,36,0,0,9,45,21,0
12/22/2015,0,0,13,30,2,17,17,94,22,8,12,45,0,13,15,0,0,22,32,0,11,18,6,11,83,18,0,30,20,53,6,46,9,22,100,14,25,15,11,0,18,0,22,5,47,0,7,11,0,31,0
12/23/2015,0,0,67,0,13,0,0,0,27,16,31,0,0,41,73,0,0,52,0,0,0,19,27,0,100,29,0,0,0,0,45,0,23,15,0,17,0,35,34,0,44,0,26,5,56,0,69,38,0,27,0
12/24/2015,18,0,12,26,5,0,17,0,0,5,6,0,0,8,14,0,7,0,0,46,0,15,13,32,0,11,0,0,0,0,6,0,5,9,0,0,0,0,5,0,16,93,19,5,21,100,6,7,0,10,0
12/25/2015,39,0,25,0,15,21,0,0,0,10,8,0,0,17,0,0,15,0,0,93,0,16,0,0,0,23,0,0,34,0,12,0,5,18,0,19,0,28,21,100,32,0,41,0,45,0,0,15,0,0,0
12/26/2015,42,0,53,0,11,0,0,0,0,10,8,0,0,13,0,0,17,0,0,0,0,16,11,24,80,24,0,0,0,0,13,0,10,51,0,13,0,0,11,100,0,0,21,8,0,0,14,16,0,22,0
12/27/2015,40,0,54,56,11,22,0,0,23,10,22,0,82,17,29,0,18,41,0,0,24,44,18,22,81,23,0,55,0,100,13,0,21,31,0,32,0,30,11,0,69,0,32,15,45,0,14,24,84,44,0
12/28/2015,22,0,15,31,10,12,19,100,24,11,8,0,0,20,48,24,22,0,0,52,13,11,11,17,0,12,0,30,34,55,14,94,9,34,0,14,26,16,12,0,57,0,45,15,48,0,23,13,0,24,0
12/29/2015,39,84,26,28,9,11,0,0,11,9,23,43,79,8,43,23,20,0,0,47,34,19,7,21,0,22,66,0,42,100,6,63,7,27,0,19,24,14,11,0,17,0,15,9,65,0,14,20,0,27,0
12/30/2015,0,0,28,29,9,11,0,0,22,17,24,44,0,9,15,24,0,21,0,0,24,10,14,11,0,12,0,0,43,54,20,44,8,22,0,10,25,37,8,0,43,100,16,11,46,0,21,20,54,45,0
12/31/2015,31,0,0,49,12,0,0,0,23,9,28,76,0,11,0,40,0,33,35,84,19,11,22,19,65,20,0,100,35,0,22,71,12,21,0,11,40,48,18,0,27,0,17,5,37,0,24,20,86,19,0
1/1/2016,0,0,15,0,9,0,0,0,0,26,31,0,0,13,0,39,0,58,30,0,34,32,10,18,54,19,0,0,65,0,0,64,6,9,0,19,0,22,28,93,100,0,0,6,85,0,12,13,0,19,0
1/2/2016,0,0,9,0,5,12,0,44,13,6,6,0,29,4,7,0,0,0,11,0,13,14,4,0,20,0,0,20,12,28,4,0,5,16,0,18,0,16,7,36,19,100,6,5,13,0,7,5,0,21,0
1/3/2016,0,0,24,0,7,10,32,0,60,8,25,0,0,20,12,25,44,36,18,0,20,13,6,0,67,23,0,0,21,0,12,0,10,23,0,15,22,0,14,0,16,78,19,11,31,0,14,0,100,23,0
1/4/2016,29,0,31,20,6,18,25,0,27,11,18,0,0,12,8,17,15,30,13,36,9,15,9,10,46,0,0,0,29,34,14,27,11,22,66,5,15,9,20,39,21,55,11,12,23,0,10,5,0,15,100
1/5/2016,12,0,46,20,9,21,33,0,13,8,18,31,0,9,0,17,15,39,25,37,10,9,11,15,23,8,55,0,29,34,9,27,11,22,0,16,0,9,10,0,22,0,34,7,56,0,19,11,0,8,100
1/6/2016,23,0,19,0,7,10,21,48,0,12,16,62,0,20,16,17,15,25,0,37,34,14,13,14,22,15,54,0,43,0,17,0,13,22,0,4,0,0,10,0,26,0,30,10,28,0,19,5,37,12,100
1/7/2016,10,0,9,37,6,12,20,44,18,8,8,0,29,10,11,15,13,35,22,34,15,8,11,7,0,14,100,0,25,31,12,0,8,9,0,9,13,0,16,36,19,0,18,9,19,63,4,10,0,7,0
1/8/2016,24,100,16,0,7,13,48,0,19,12,11,0,45,15,11,0,21,27,18,0,10,17,10,16,0,34,80,33,37,47,15,0,6,29,0,13,0,13,8,0,38,0,19,10,40,0,7,15,52,19,0
1/9/2016,16,100,9,0,8,0,15,0,56,6,24,0,45,8,22,0,0,25,0,50,9,19,6,11,32,0,0,0,0,43,6,0,13,19,0,8,41,13,10,56,30,69,13,5,20,0,23,22,47,11,0
1/10/2016,17,0,15,0,7,0,16,71,19,14,26,48,0,8,11,0,0,27,54,52,15,14,12,0,34,28,0,0,20,92,13,0,6,23,0,20,22,14,0,0,16,75,19,15,21,0,21,8,100,46,0
1/11/2016,81,0,39,31,12,10,36,69,19,10,20,0,45,14,30,24,21,24,24,52,16,13,16,0,0,30,0,0,20,0,15,39,9,24,0,30,43,13,15,57,40,0,35,15,54,100,16,23,74,30,0
1/12/2016,68,0,55,0,19,14,22,100,52,26,18,64,0,17,47,68,29,50,25,0,14,29,22,0,0,32,0,47,43,69,22,0,19,56,0,24,61,19,25,0,74,0,47,25,85,0,24,27,70,40,0
1/13/2016,21,0,10,39,8,7,20,68,12,9,10,0,0,11,17,0,14,16,29,34,17,19,8,11,0,7,100,22,26,32,10,52,11,34,60,9,28,13,12,0,20,52,23,11,46,0,13,12,33,15,92
1/14/2016,39,100,19,60,13,13,21,69,18,11,18,0,0,10,11,0,21,17,29,0,36,11,12,21,0,29,76,33,39,47,13,77,18,37,0,13,35,13,15,0,34,0,18,12,79,0,14,15,0,26,0
1/15/2016,32,100,14,0,13,0,0,0,18,11,22,42,44,15,11,0,31,18,36,0,20,14,9,0,33,11,0,0,19,47,6,39,8,22,0,6,43,0,5,0,30,0,28,9,40,0,14,15,0,23,0
1/16/2016,17,0,0,22,4,7,0,0,13,4,9,0,0,5,0,15,14,24,25,0,14,9,12,7,23,8,54,0,0,30,22,26,4,17,0,8,15,0,5,0,21,0,13,5,14,0,23,0,33,0,100
1/17/2016,17,100,23,32,9,10,16,67,0,6,29,0,46,8,11,44,64,44,27,53,17,16,14,22,0,17,0,0,19,45,13,0,11,27,0,13,0,0,15,59,53,0,28,15,32,0,16,12,48,16,0
1/18/2016,0,0,28,72,18,24,0,81,0,24,30,0,53,12,13,27,25,32,0,0,24,32,11,13,0,26,0,0,24,0,15,0,11,41,0,23,25,31,32,0,36,100,33,19,73,0,32,14,58,39,0
1/19/2016,0,0,21,31,15,11,33,78,39,20,22,0,0,15,0,25,22,48,0,0,11,22,20,23,34,12,85,36,33,53,17,0,8,34,0,18,0,14,27,62,24,0,39,11,100,0,32,9,0,24,0
1/20/2016,20,0,12,0,12,25,40,95,0,15,25,56,0,18,29,30,0,23,22,0,13,35,15,20,40,27,0,43,27,63,16,51,14,37,0,15,40,0,32,74,38,100,46,20,93,0,26,21,65,15,0
1/21/2016,15,98,27,26,12,29,23,71,0,9,24,43,0,6,11,22,0,51,16,0,0,17,12,10,30,10,0,0,21,0,13,38,5,14,0,5,20,0,29,0,35,76,13,15,59,100,10,46,0,33,0
1/22/2016,21,0,13,38,21,0,22,100,0,15,16,0,0,13,16,0,0,47,49,0,14,19,8,15,85,15,0,0,70,0,18,55,10,27,0,19,29,0,10,0,30,0,25,15,70,0,14,32,70,32,0
1/23/2016,14,0,0,0,8,0,27,0,39,7,15,39,0,5,20,21,0,15,32,0,9,12,5,0,56,0,0,0,18,0,11,0,2,12,0,13,19,12,7,100,26,71,12,12,18,0,6,7,85,10,0
1/24/2016,31,0,18,36,14,25,20,0,27,16,39,0,0,18,0,30,0,56,0,0,20,36,15,28,42,0,0,42,68,0,8,100,12,32,0,22,0,17,10,74,29,0,41,19,80,0,9,10,64,58,0
1/25/2016,20,0,25,48,11,30,0,0,17,8,40,0,0,15,0,0,17,24,15,0,26,15,18,19,27,9,0,0,38,86,11,34,15,43,0,10,0,0,17,49,0,0,20,13,100,0,9,7,0,25,0
1/26/2016,17,0,27,0,17,17,17,0,29,6,30,0,50,28,12,25,0,100,0,59,11,23,13,12,0,36,89,0,48,55,11,88,15,41,0,13,0,14,25,0,17,0,21,12,80,0,29,26,0,19,0
1/27/2016,21,0,19,0,19,13,52,100,45,11,33,0,60,23,22,60,28,48,24,70,52,37,27,14,42,43,0,0,29,65,17,0,14,38,0,15,43,17,10,0,20,0,45,12,41,0,22,36,67,15,0
1/28/2016,33,0,19,0,12,20,16,0,25,9,10,0,46,22,34,22,23,18,18,0,25,18,15,0,32,16,0,35,68,100,7,40,12,32,0,17,33,14,10,0,15,0,35,10,43,0,7,16,51,45,0
1/29/2016,25,0,14,0,9,30,16,0,17,13,12,45,0,19,23,22,36,18,0,0,21,14,9,11,33,22,0,35,22,48,13,40,6,26,0,9,0,0,10,0,16,0,40,8,63,100,21,12,0,11,0
1/30/2016,17,0,10,0,9,15,17,0,0,10,13,0,0,10,0,0,0,37,0,0,21,18,6,12,34,12,0,36,0,47,13,0,6,9,0,12,0,0,5,0,16,0,15,5,22,100,7,8,0,12,0
1/31/2016,75,0,11,34,7,27,18,0,20,11,17,0,0,14,32,0,26,21,0,61,12,16,14,13,75,19,0,0,25,0,22,44,19,34,0,17,0,31,11,0,18,0,11,6,100,0,12,18,0,13,0
2/1/2016,31,0,24,28,15,28,31,79,34,11,20,0,45,18,22,0,34,54,18,0,0,14,12,10,0,21,0,0,0,48,23,38,18,37,0,20,21,13,15,55,15,0,29,19,53,0,21,24,100,11,0
2/2/2016,26,0,16,0,15,33,40,100,0,10,15,38,38,16,14,18,19,30,30,89,13,15,15,13,0,9,0,0,0,0,14,0,12,29,0,10,18,0,11,0,0,0,37,12,18,84,6,20,44,19,0
